freq,power,sid
0.0,8.154682202568777e-14,0
0.005649717514124294,28.325760329920122,0
0.011299435028248588,16.845103456919908,0
0.01694915254237288,6.301855354711285,0
0.022598870056497175,11.990606750939842,0
0.02824858757062147,6.914639041413769,0
0.03389830508474576,9.576965140813858,0
0.03954802259887005,13.81873809542166,0
0.04519774011299435,15.684647004108193,0
0.05084745762711865,6.892492771903127,0
0.05649717514124294,10.938706466136702,0
0.06214689265536723,21.51515776715915,0
0.06779661016949153,17.341816306173772,0
0.07344632768361582,7.286766424275494,0
0.0790960451977401,8.664262685867467,0
0.0847457627118644,13.622000577501193,0
0.0903954802259887,11.899214067866305,0
0.096045197740113,10.911014883588898,0
0.1016949152542373,3.676645306940669,0
0.10734463276836158,8.37335920154459,0
0.11299435028248588,13.396657187857262,0
0.11864406779661017,9.823583355328982,0
0.12429378531073446,7.502279224664087,0
0.12994350282485875,17.74576652232054,0
0.13559322033898305,23.913013955645923,0
0.14124293785310735,4.428002451304345,0
0.14689265536723164,10.037321200503076,0
0.15254237288135594,4.613528058128818,0
0.1581920903954802,7.186623897329825,0
0.1638418079096045,8.69079669139224,0
0.1694915254237288,5.149389708258154,0
0.1751412429378531,16.95765492547206,0
0.1807909604519774,18.560554167828254,0
0.1864406779661017,12.792832379220323,0
0.192090395480226,7.299883537712958,0
0.1977401129943503,5.622814141350153,0
0.2033898305084746,13.8246199057971,0
0.20903954802259886,9.432236051653279,0
0.21468926553672316,10.541247111390307,0
0.22033898305084745,16.688663819212127,0
0.22598870056497175,6.128219639677003,0
0.23163841807909605,11.937230991082288,0
0.23728813559322035,8.207553485922057,0
0.24293785310734464,23.903260852861433,0
0.2485875706214689,5.046389390886483,0
0.2542372881355932,8.166971646444589,0
0.2598870056497175,19.30190109440569,0
0.2655367231638418,12.194071220383487,0
0.2711864406779661,20.015886285509517,0
0.2768361581920904,14.953071081871423,0
0.2824858757062147,12.894488925539013,0
0.288135593220339,4.524941603198378,0
0.2937853107344633,15.99013951018587,0
0.2994350282485876,12.959774798698163,0
0.3050847457627119,5.0951534584585,0
0.3107344632768362,6.865608483239845,0
0.3163841807909604,10.35629631416076,0
0.3220338983050847,12.601442679016605,0
0.327683615819209,11.152799075173805,0
0.3333333333333333,11.884336339764351,0
0.3389830508474576,13.788757613677221,0
0.3446327683615819,12.176869573914486,0
0.3502824858757062,18.758374050118714,0
0.3559322033898305,18.364607613452787,0
0.3615819209039548,17.23987483719578,0
0.3672316384180791,10.914980906711849,0
0.3728813559322034,6.602293246944347,0
0.3785310734463277,11.267935651631253,0
0.384180790960452,16.014794208976912,0
0.3898305084745763,10.59569555509574,0
0.3954802259887006,13.960297881625092,0
0.4011299435028249,13.239480838182773,0
0.4067796610169492,18.26064222096815,0
0.4124293785310734,10.838504251445114,0
0.4180790960451977,16.708857057035893,0
0.423728813559322,8.841702188057367,0
0.4293785310734463,11.733519679054972,0
0.4350282485875706,5.053368597721746,0
0.4406779661016949,13.112793111871477,0
0.4463276836158192,7.341632308144089,0
0.4519774011299435,8.072979319724785,0
0.4576271186440678,17.994594883577985,0
0.4632768361581921,2.1001321941746727,0
0.4689265536723164,19.817519475619072,0
0.4745762711864407,16.204976874625896,0
0.480225988700565,6.686150582096406,0
0.4858757062146893,25.679353989580726,0
0.4915254237288136,18.073340932445294,0
0.4971751412429378,16.21974308138686,0
0.0,9.224084642415385e-14,1
0.0049504950495049506,14.855097816254782,1
0.009900990099009901,3.6676787998965583,1
0.01485148514851485,24.669511694305047,1
0.019801980198019802,11.27886476337544,1
0.024752475247524754,12.52694856693919,1
0.0297029702970297,28.26780973654754,1
0.034653465346534656,6.775840871034153,1
0.039603960396039604,34.85168528839766,1
0.04455445544554455,17.723672716186577,1
0.04950495049504951,9.038359517747482,1
0.054455445544554455,19.648355433727822,1
0.0594059405940594,9.714605569795578,1
0.06435643564356436,19.876620212835405,1
0.06930693069306931,5.090253589755741,1
0.07425742574257425,11.855307236573074,1
0.07920792079207921,7.646864590638032,1
0.08415841584158416,20.172215673376627,1
0.0891089108910891,2.304303746141203,1
0.09405940594059406,12.097070045593643,1
0.09900990099009901,7.149280163561348,1
0.10396039603960396,6.917254548749704,1
0.10891089108910891,13.415474241939723,1
0.11386138613861387,11.301725859283135,1
0.1188118811881188,8.716053701371036,1
0.12376237623762376,10.729712818568926,1
0.12871287128712872,2.795965361903469,1
